geo_fips,geo_name,geo_level,state_fips,state_abbr,state_name
2670760,St. Clair Shores,city,26,MI,Michigan
2674900,Southfield,city,26,MI,Michigan
2674980,South Haven,city,26,MI,Michigan
2676460,Sterling Heights,city,26,MI,Michigan
2679000,Taylor,city,26,MI,Michigan
2680700,Troy,city,26,MI,Michigan
2684000,Warren,city,26,MI,Michigan
2686000,Westland,city,26,MI,Michigan
2688940,Wyoming,city,26,MI,Michigan
2701900,Apple Valley,city,27,MN,Minnesota
2706382,Blaine,city,27,MN,Minnesota
2706616,Bloomington,city,27,MN,Minnesota
2707966,Brooklyn Park,city,27,MN,Minnesota
2708794,Burnsville,city,27,MN,Minnesota
2713114,Coon Rapids,city,27,MN,Minnesota
2717000,Duluth,city,27,MN,Minnesota
2717288,Eagan,city,27,MN,Minnesota
2718116,Eden Prairie,city,27,MN,Minnesota
2718188,Edina,city,27,MN,Minnesota
2735180,Lakeville,city,27,MN,Minnesota
2740166,Maple Grove,city,27,MN,Minnesota
2743000,Minneapolis,city,27,MN,Minnesota
2743252,Minnetonka,city,27,MN,Minnesota
2751730,Plymouth,city,27,MN,Minnesota
2754880,Rochester,city,27,MN,Minnesota
2756896,St. Cloud,city,27,MN,Minnesota
2757220,St. Louis Park,city,27,MN,Minnesota
2758000,St. Paul,city,27,MN,Minnesota
2771428,Woodbury,city,27,MN,Minnesota
2829700,Gulfport,city,28,MS,Mississippi
2836000,Jackson,city,28,MS,Mississippi
2869280,Southaven,city,28,MS,Mississippi
2906652,Blue Springs,city,29,MO,Missouri
2915670,Columbia,city,29,MO,Missouri
2924778,Florissant,city,29,MO,Missouri
2935000,Independence,city,29,MO,Missouri
2937592,Joplin,city,29,MO,Missouri
2938000,Kansas City,city,29,MO,Missouri
2941348,Lee's Summit,city,29,MO,Missouri
2954074,O'Fallon,city,29,MO,Missouri
2964082,St. Charles,city,29,MO,Missouri
2964550,St. Joseph,city,29,MO,Missouri
2965000,St. Louis,city,29,MO,Missouri
2965126,St. Peters,city,29,MO,Missouri
2970000,Springfield,city,29,MO,Missouri
3006550,Billings,city,30,MT,Montana
3008950,Bozeman,city,30,MT,Montana
3032800,Great Falls,city,30,MT,Montana
3050200,Missoula,city,30,MT,Montana
3103950,Bellevue,city,31,NE,Nebraska
3119595,Grand Island,city,31,NE,Nebraska
3125055,Kearney,city,31,NE,Nebraska
3128000,Lincoln,city,31,NE,Nebraska
3137000,Omaha,city,31,NE,Nebraska
3209700,Carson City,city,32,NV,Nevada
3231900,Henderson,city,32,NV,Nevada
3240000,Las Vegas,city,32,NV,Nevada
3251800,North Las Vegas,city,32,NV,Nevada
3260600,Reno,city,32,NV,Nevada
3268400,Sparks,city,32,NV,Nevada
3345140,Manchester,city,33,NH,New Hampshire
3350260,Nashua,city,33,NH,New Hampshire
3401960,Asbury Park,city,34,NJ,New Jersey
3402080,Atlantic City,city,34,NJ,New Jersey
3403580,Bayonne,city,34,NJ,New Jersey
3406790,Bound Brook,city,34,NJ,New Jersey
3408920,Burlington,city,34,NJ,New Jersey
3410000,Camden,city,34,NJ,New Jersey
3412100,Chatham,city,34,NJ,New Jersey
3413360,Clayton,city,34,NJ,New Jersey
3413690,Clifton,city,34,NJ,New Jersey
3419390,East Orange,city,34,NJ,New Jersey
3420350,Egg Harbor City,city,34,NJ,New Jersey
3421000,Elizabeth,city,34,NJ,New Jersey
3421480,Englewood,city,34,NJ,New Jersey
3422470,Fair Lawn,city,34,NJ,New Jersey
3422860,Fanwood,city,34,NJ,New Jersey
3424990,Franklin Lakes,city,34,NJ,New Jersey
3425200,Freehold,city,34,NJ,New Jersey
3425800,Garwood,city,34,NJ,New Jersey
3426340,Glassboro,city,34,NJ,New Jersey
3428680,Hackensack,city,34,NJ,New Jersey
3429430,Hammonton,city,34,NJ,New Jersey
3431500,Highlands,city,34,NJ,New Jersey
3432250,Hoboken,city,34,NJ,New Jersey
3436000,Jersey City,city,34,NJ,New Jersey
3439420,Lawnside,city,34,NJ,New Jersey
3440350,Linden,city,34,NJ,New Jersey
3441310,Long Branch,city,34,NJ,New Jersey
3446680,Millville,city,34,NJ,New Jersey
3448510,Mountainside,city,34,NJ,New Jersey
3451000,Newark,city,34,NJ,New Jersey
3451210,New Brunswick,city,34,NJ,New Jersey
3451810,New Providence,city,34,NJ,New Jersey
3455950,Paramus,city,34,NJ,New Jersey
3456550,Passaic,city,34,NJ,New Jersey
3457000,Paterson,city,34,NJ,New Jersey
3457750,Penns Grove,city,34,NJ,New Jersey
3458200,Perth Amboy,city,34,NJ,New Jersey
3459190,Plainfield,city,34,NJ,New Jersey
3459640,Pleasantville,city,34,NJ,New Jersey
3460900,Princeton,city,34,NJ,New Jersey
3463000,Ridgewood,city,34,NJ,New Jersey
3464620,Roselle,city,34,NJ,New Jersey
3464650,Roselle Park,city,34,NJ,New Jersey
3465490,Salem,city,34,NJ,New Jersey
3468730,South Bound Brook,city,34,NJ,New Jersey
3471430,Summit,city,34,NJ,New Jersey
3474000,Trenton,city,34,NJ,New Jersey
3474630,Union City,city,34,NJ,New Jersey
3476070,Vineland,city,34,NJ,New Jersey
3479040,Westfield,city,34,NJ,New Jersey
3479610,West New York,city,34,NJ,New Jersey
3481200,Wildwood Crest,city,34,NJ,New Jersey
3502000,Albuquerque,city,35,NM,New Mexico
3539380,Las Cruces,city,35,NM,New Mexico
3563460,Rio Rancho,city,35,NM,New Mexico
3570500,Santa Fe,city,35,NM,New Mexico
3601000,Albany,city,36,NY,New York
3611000,Buffalo,city,36,NY,New York
3633139,Hempstead Village,city,36,NY,New York
3635969,Hudson,city,36,NY,New York
3649121,Mount Vernon,city,36,NY,New York
3650617,New Rochelle,city,36,NY,New York
3651000,New York,city,36,NY,New York
3663000,Rochester,city,36,NY,New York
3665508,Schenectady,city,36,NY,New York
3673000,Syracuse,city,36,NY,New York
3675484,Troy,city,36,NY,New York
3676540,Utica,city,36,NY,New York
3681677,White Plains,city,36,NY,New York
3684000,Yonkers,city,36,NY,New York
3701520,Apex,city,37,NC,North Carolina
3702140,Asheville,city,37,NC,North Carolina
3709060,Burlington,city,37,NC,North Carolina
3710740,Cary,city,37,NC,North Carolina
3711800,Chapel Hill,city,37,NC,North Carolina
3712000,Charlotte,city,37,NC,North Carolina
3714100,Concord,city,37,NC,North Carolina
3719000,Durham,city,37,NC,North Carolina
3722920,Fayetteville,city,37,NC,North Carolina
3725580,Gastonia,city,37,NC,North Carolina
3728000,Greensboro,city,37,NC,North Carolina
3728080,Greenville,city,37,NC,North Carolina
3731400,High Point,city,37,NC,North Carolina
3733120,Huntersville,city,37,NC,North Carolina
3734200,Jacksonville,city,37,NC,North Carolina
3735200,Kannapolis,city,37,NC,North Carolina
3744220,Mooresville,city,37,NC,North Carolina
3755000,Raleigh,city,37,NC,North Carolina
3757500,Rocky Mount,city,37,NC,North Carolina
3774440,Wilmington,city,37,NC,North Carolina
3775000,Winston-Salem,city,37,NC,North Carolina
3807200,Bismarck,city,38,ND,North Dakota
3825700,Fargo,city,38,ND,North Dakota
3832060,Grand Forks,city,38,ND,North Dakota
3901000,Akron,city,39,OH,Ohio
3902736,Athens,city,39,OH,Ohio
3905424,Belpre,city,39,OH,Ohio
3912000,Canton,city,39,OH,Ohio
3914184,Chillicothe,city,39,OH,Ohio
3915000,Cincinnati,city,39,OH,Ohio
3916000,Cleveland,city,39,OH,Ohio
3918000,Columbus,city,39,OH,Ohio
3919778,Cuyahoga Falls,city,39,OH,Ohio
3921000,Dayton,city,39,OH,Ohio
3925256,Elyria,city,39,OH,Ohio
3927048,Findlay,city,39,OH,Ohio
3933012,Hamilton,city,39,OH,Ohio
3940040,Kettering,city,39,OH,Ohio
3941664,Lakewood,city,39,OH,Ohio
3944856,Lorain,city,39,OH,Ohio
3947628,Marietta,city,39,OH,Ohio
3949840,Middletown,city,39,OH,Ohio
3961000,Parma,city,39,OH,Ohio
3964150,Port Clinton,city,39,OH,Ohio
3974118,Springfield,city,39,OH,Ohio
3977000,Toledo,city,39,OH,Ohio
3980892,Warren,city,39,OH,Ohio
3988000,Youngstown,city,39,OH,Ohio
4009050,Broken Arrow,city,40,OK,Oklahoma
4013950,Chickasha,city,40,OK,Oklahoma
4023200,Edmond,city,40,OK,Oklahoma
4023950,Enid,city,40,OK,Oklahoma
4041850,Lawton,city,40,OK,Oklahoma
4048350,Midwest City,city,40,OK,Oklahoma
4049200,Moore,city,40,OK,Oklahoma
4052500,Norman,city,40,OK,Oklahoma
4055000,Oklahoma City,city,40,OK,Oklahoma
4060350,Poteau,city,40,OK,Oklahoma
4075000,Tulsa,city,40,OK,Oklahoma
4101000,Albany,city,41,OR,Oregon
4105350,Beaverton,city,41,OR,Oregon
4105800,Bend,city,41,OR,Oregon
4115800,Corvallis,city,41,OR,Oregon
4123850,Eugene,city,41,OR,Oregon
4131250,Gresham,city,41,OR,Oregon
4134100,Hillsboro,city,41,OR,Oregon
4147000,Medford,city,41,OR,Oregon
4159000,Portland,city,41,OR,Oregon
4163650,Roseburg,city,41,OR,Oregon
4164900,Salem,city,41,OR,Oregon
4169600,Springfield,city,41,OR,Oregon
4173650,Tigard,city,41,OR,Oregon
4178900,Warrenton,city,41,OR,Oregon
4202000,Allentown,city,42,PA,Pennsylvania
4206088,Bethlehem,city,42,PA,Pennsylvania
4224000,Erie,city,42,PA,Pennsylvania
4232800,Harrisburg,city,42,PA,Pennsylvania
4241216,Lancaster,city,42,PA,Pennsylvania
4260000,Philadelphia,city,42,PA,Pennsylvania
4261000,Pittsburgh,city,42,PA,Pennsylvania
4263624,Reading,city,42,PA,Pennsylvania
4269000,Scranton,city,42,PA,Pennsylvania
4419180,Cranston,city,44,RI,Rhode Island
4454640,Pawtucket,city,44,RI,Rhode Island
4459000,Providence,city,44,RI,Rhode Island
4474300,Warwick,city,44,RI,Rhode Island
4513330,Charleston,city,45,SC,South Carolina
4516000,Columbia,city,45,SC,South Carolina
4525810,Florence,city,45,SC,South Carolina
4530850,Greenville,city,45,SC,South Carolina
4530985,Greer,city,45,SC,South Carolina
4548535,Mount Pleasant,city,45,SC,South Carolina
4550875,North Charleston,city,45,SC,South Carolina
4561405,Rock Hill,city,45,SC,South Carolina
4568290,Spartanburg,city,45,SC,South Carolina
4570270,Summerville,city,45,SC,South Carolina
4579090,Woodruff,city,45,SC,South Carolina
4652980,Rapid City,city,46,SD,South Dakota
4659020,Sioux Falls,city,46,SD,South Dakota
4703440,Bartlett,city,47,TN,Tennessee
4714000,Chattanooga,city,47,TN,Tennessee
4715160,Clarksville,city,47,TN,Tennessee
4716420,Collierville,city,47,TN,Tennessee
4727740,Franklin,city,47,TN,Tennessee
4733280,Hendersonville,city,47,TN,Tennessee
4737640,Jackson,city,47,TN,Tennessee
4738320,Johnson City,city,47,TN,Tennessee
4739560,Kingsport,city,47,TN,Tennessee
4740000,Knoxville,city,47,TN,Tennessee
4748000,Memphis,city,47,TN,Tennessee
4751560,Murfreesboro,city,47,TN,Tennessee
4752006,Nashville,city,47,TN,Tennessee
4764820,Rogersville,city,47,TN,Tennessee
4769420,Smyrna,city,47,TN,Tennessee
4770580,Spring Hill,city,47,TN,Tennessee
4801000,Abilene,city,48,TX,Texas
4801924,Allen,city,48,TX,Texas
4803000,Amarillo,city,48,TX,Texas
4804000,Arlington,city,48,TX,Texas
4805000,Austin,city,48,TX,Texas
4806128,Baytown,city,48,TX,Texas
4807000,Beaumont,city,48,TX,Texas
4810768,Brownsville,city,48,TX,Texas
4810912,Bryan,city,48,TX,Texas
4813024,Carrollton,city,48,TX,Texas
4813552,Cedar Park,city,48,TX,Texas
4815976,College Station,city,48,TX,Texas
4816432,Conroe,city,48,TX,Texas
4817000,Corpus Christi,city,48,TX,Texas
4819000,Dallas,city,48,TX,Texas
4819972,Denton,city,48,TX,Texas
4820092,DeSoto,city,48,TX,Texas
4822660,Edinburg,city,48,TX,Texas
4824000,El Paso,city,48,TX,Texas
4824768,Euless,city,48,TX,Texas
4826232,Flower Mound,city,48,TX,Texas
4827000,Fort Worth,city,48,TX,Texas
4827684,Frisco,city,48,TX,Texas
4828068,Galveston,city,48,TX,Texas
4829000,Garland,city,48,TX,Texas
4829336,Georgetown,city,48,TX,Texas
4830464,Grand Prairie,city,48,TX,Texas
4830644,Grapevine,city,48,TX,Texas
4832372,Harlingen,city,48,TX,Texas
4835000,Houston,city,48,TX,Texas
4837000,Irving,city,48,TX,Texas
4839148,Killeen,city,48,TX,Texas
4841464,Laredo,city,48,TX,Texas
4841980,League City,city,48,TX,Texas
4842016,Leander,city,48,TX,Texas
4842508,Lewisville,city,48,TX,Texas
4843888,Longview,city,48,TX,Texas
4845000,Lubbock,city,48,TX,Texas
4845384,McAllen,city,48,TX,Texas
4845744,McKinney,city,48,TX,Texas
4846452,Mansfield,city,48,TX,Texas
4847892,Mesquite,city,48,TX,Texas
4848072,Midland,city,48,TX,Texas
4848768,Mission,city,48,TX,Texas
4848804,Missouri City,city,48,TX,Texas
4850256,Nacogdoches,city,48,TX,Texas
4850820,New Braunfels,city,48,TX,Texas
4852356,North Richland Hills,city,48,TX,Texas
4853388,Odessa,city,48,TX,Texas
4856000,Pasadena,city,48,TX,Texas
4856348,Pearland,city,48,TX,Texas
4857176,Pflugerville,city,48,TX,Texas
4857200,Pharr,city,48,TX,Texas
4858016,Plano,city,48,TX,Texas
4858820,Port Arthur,city,48,TX,Texas
4861796,Richardson,city,48,TX,Texas
4863500,Round Rock,city,48,TX,Texas
4863572,Rowlett,city,48,TX,Texas
4864472,San Angelo,city,48,TX,Texas
4865000,San Antonio,city,48,TX,Texas
4865600,San Marcos,city,48,TX,Texas
4870808,Sugar Land,city,48,TX,Texas
4872176,Temple,city,48,TX,Texas
4872392,Texas City,city,48,TX,Texas
4874144,Tyler,city,48,TX,Texas
4875428,Victoria,city,48,TX,Texas
4876000,Waco,city,48,TX,Texas
4879000,Wichita Falls,city,48,TX,Texas
4880356,Wylie,city,48,TX,Texas
4920120,Draper,city,49,UT,Utah
4934970,Herriman,city,49,UT,Utah
4943660,Layton,city,49,UT,Utah
4944320,Lehi,city,49,UT,Utah
4945860,Logan,city,49,UT,Utah
4950150,Millcreek,city,49,UT,Utah
4953230,Murray,city,49,UT,Utah
4955980,Ogden,city,49,UT,Utah
4957300,Orem,city,49,UT,Utah
4962470,Provo,city,49,UT,Utah
4965330,St. George,city,49,UT,Utah
4967000,Salt Lake City,city,49,UT,Utah
4967440,Sandy,city,49,UT,Utah
4970850,South Jordan,city,49,UT,Utah
4975360,Taylorsville,city,49,UT,Utah
4982950,West Jordan,city,49,UT,Utah
4983470,West Valley City,city,49,UT,Utah
5010675,Burlington,city,50,VT,Vermont
5101000,Alexandria,city,51,VA,Virginia
5114968,Charlottesville,city,51,VA,Virginia
5116000,Chesapeake,city,51,VA,Virginia
5121344,Danville,city,51,VA,Virginia
5135000,Hampton,city,51,VA,Virginia
5135624,Harrisonburg,city,51,VA,Virginia
5138424,Hopewell,city,51,VA,Virginia
5144984,Leesburg,city,51,VA,Virginia
5147672,Lynchburg,city,51,VA,Virginia
5149784,Martinsville,city,51,VA,Virginia
5156000,Newport News,city,51,VA,Virginia
5157000,Norfolk,city,51,VA,Virginia
5161832,Petersburg,city,51,VA,Virginia
5164000,Portsmouth,city,51,VA,Virginia
5167000,Richmond,city,51,VA,Virginia
5168000,Roanoke,city,51,VA,Virginia
5176432,Suffolk,city,51,VA,Virginia
5182000,Virginia Beach,city,51,VA,Virginia
5303180,Auburn,city,53,WA,Washington
5305210,Bellevue,city,53,WA,Washington
5305280,Bellingham,city,53,WA,Washington
5308850,Burien,city,53,WA,Washington
5322640,Everett,city,53,WA,Washington
5323515,Federal Way,city,53,WA,Washington
5335275,Kennewick,city,53,WA,Washington
5335415,Kent,city,53,WA,Washington
5335940,Kirkland,city,53,WA,Washington
5336745,Lacey,city,53,WA,Washington
5338038,Lakewood,city,53,WA,Washington
5343955,Marysville,city,53,WA,Washington
5351300,Olympia,city,53,WA,Washington
5353545,Pasco,city,53,WA,Washington
5357535,Redmond,city,53,WA,Washington
5357745,Renton,city,53,WA,Washington
5358235,Richland,city,53,WA,Washington
5361115,Sammamish,city,53,WA,Washington
5363000,Seattle,city,53,WA,Washington
5363960,Shoreline,city,53,WA,Washington
5367000,Spokane,city,53,WA,Washington
5367167,Spokane Valley,city,53,WA,Washington
5370000,Tacoma,city,53,WA,Washington
5374060,Vancouver,city,53,WA,Washington
5380010,Yakima,city,53,WA,Washington
5414600,Charleston,city,54,WV,West Virginia
5455756,Morgantown,city,54,WV,West Virginia
5502375,Appleton,city,55,WI,Wisconsin
5511950,Caledonia,city,55,WI,Wisconsin
5519775,De Pere,city,55,WI,Wisconsin
5522300,Eau Claire,city,55,WI,Wisconsin
5531000,Green Bay,city,55,WI,Wisconsin
5531175,Greenfield,city,55,WI,Wisconsin
5537825,Janesville,city,55,WI,Wisconsin
5539225,Kenosha,city,55,WI,Wisconsin
5540775,La Crosse,city,55,WI,Wisconsin
5548000,Madison,city,55,WI,Wisconsin
5553000,Milwaukee,city,55,WI,Wisconsin
5558800,Oak Creek,city,55,WI,Wisconsin
5560500,Oshkosh,city,55,WI,Wisconsin
5566000,Racine,city,55,WI,Wisconsin
5567200,Rhinelander,city,55,WI,Wisconsin
5584250,Waukesha,city,55,WI,Wisconsin
5585300,West Allis,city,55,WI,Wisconsin
5613150,Casper,city,56,WY,Wyoming
5613900,Cheyenne,city,56,WY,Wyoming
0900126620,Fairfield,city,09,CT,Connecticut
0900133620,Greenwich,city,09,CT,Connecticut
0900174190,Stratford,city,09,CT,Connecticut
0900310100,Burlington,city,09,CT,Connecticut
0900322630,East Hartford,city,09,CT,Connecticut
0900344700,Manchester,city,09,CT,Connecticut
0900382590,West Hartford,city,09,CT,Connecticut
0900502760,Barkhamsted,city,09,CT,Connecticut
0900537280,Harwinton,city,09,CT,Connecticut
0900543370,Litchfield,city,09,CT,Connecticut
0900551350,New Hartford,city,09,CT,Connecticut
0900554030,North Canaan,city,09,CT,Connecticut
0900566420,Salisbury,city,09,CT,Connecticut
0900586440,Winchester,city,09,CT,Connecticut
0900935650,Hamden,city,09,CT,Connecticut
2502109175,Brookline,city,25,MA,Massachusetts
2502328495,Hanson,city,25,MA,Massachusetts
2502354310,Plymouth,city,25,MA,Massachusetts
2502379530,Whitman,city,25,MA,Massachusetts
2609916520,Clinton,city,26,MI,Michigan
2609950480,Macomb,city,26,MI,Michigan
2609972820,Shelby,city,26,MI,Michigan
2612584240,Waterford,city,26,MI,Michigan
2612585480,West Bloomfield,city,26,MI,Michigan
2613931880,Georgetown,city,26,MI,Michigan
2616189160,Ypsilanti,city,26,MI,Michigan
2616313120,Canton,city,26,MI,Michigan
3400712280,Cherry Hill,city,34,NJ,New Jersey
3400726760,Gloucester,city,34,NJ,New Jersey
3401306260,Bloomfield,city,34,NJ,New Jersey
3401313045,City of Orange,city,34,NJ,New Jersey
3401334450,Irvington,city,34,NJ,New Jersey
3401340890,Livingston,city,34,NJ,New Jersey
3401343800,Maplewood,city,34,NJ,New Jersey
3401379800,West Orange,city,34,NJ,New Jersey
3401752470,North Bergen,city,34,NJ,New Jersey
3402129310,Hamilton,city,34,NJ,New Jersey
3402315550,Cranbury,city,34,NJ,New Jersey
3402320230,Edison,city,34,NJ,New Jersey
3402354705,Old Bridge,city,34,NJ,New Jersey
3402359010,Piscataway,city,34,NJ,New Jersey
3402382000,Woodbridge,city,34,NJ,New Jersey
3402533300,Howell,city,34,NJ,New Jersey
3402545990,Middletown,city,34,NJ,New Jersey
3402749080,Mount Olive,city,34,NJ,New Jersey
3402756460,Parsippany-Troy Hills,city,34,NJ,New Jersey
3402907420,Brick,city,34,NJ,New Jersey
3402934680,Jackson,city,34,NJ,New Jersey
3402938550,Lakewood,city,34,NJ,New Jersey
3402941250,Long Beach,city,34,NJ,New Jersey
3402970320,Stafford,city,34,NJ,New Jersey
3402973125,Toms River,city,34,NJ,New Jersey
3403177840,Wayne,city,34,NJ,New Jersey
3403505560,Bernards,city,34,NJ,New Jersey
3403524900,Franklin,city,34,NJ,New Jersey
3403531890,Hillsborough,city,34,NJ,New Jersey
3403547580,Montgomery,city,34,NJ,New Jersey
3403974480,Union,city,34,NJ,New Jersey
3600117343,Colonie,city,36,NY,New York
3600776056,Union,city,36,NY,New York
3602902000,Amherst,city,36,NY,New York
3602915011,Cheektowaga,city,36,NY,New York
3602931654,Hamburg,city,36,NY,New York
3602975000,Tonawanda,city,36,NY,New York
3605530290,Greece,city,36,NY,New York
3605537726,Irondequoit,city,36,NY,New York
3605934000,Hempstead Town,city,36,NY,New York
3605953000,North Hempstead,city,36,NY,New York
3605956000,Oyster Bay,city,36,NY,New York
3606716067,Clay,city,36,NY,New York
3608715968,Clarkstown,city,36,NY,New York
3608760510,Ramapo,city,36,NY,New York
3610304000,Babylon,city,36,NY,New York
3610310000,Brookhaven,city,36,NY,New York
3610337000,Huntington,city,36,NY,New York
3610338000,Islip,city,36,NY,New York
3610368000,Smithtown,city,36,NY,New York
3610368473,Southampton,city,36,NY,New York
3611930367,Greenburgh,city,36,NY,New York
4201705616,Bensalem,city,42,PA,Pennsylvania
4201708768,Bristol,city,42,PA,Pennsylvania
4204345056,Lower Paxton,city,42,PA,Pennsylvania
4204533144,Haverford,city,42,PA,Pennsylvania
4204579000,Upper Darby,city,42,PA,Pennsylvania
4204949548,Millcreek,city,42,PA,Pennsylvania
4209100156,Abington,city,42,PA,Pennsylvania
4209144976,Lower Merion,city,42,PA,Pennsylvania
5000304825,Bennington,city,50,VT,Vermont
